,Stationsnummer,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters,31 clusters,32 clusters,33 clusters,34 clusters,35 clusters,36 clusters,37 clusters,38 clusters,39 clusters,40 clusters,41 clusters,42 clusters,43 clusters,44 clusters,45 clusters,46 clusters,47 clusters,48 clusters,49 clusters,50 clusters,51 clusters,52 clusters,53 clusters,54 clusters,55 clusters,56 clusters,57 clusters,58 clusters,59 clusters,60 clusters,61 clusters,62 clusters,63 clusters,64 clusters,65 clusters,66 clusters,67 clusters,68 clusters,69 clusters,70 clusters,71 clusters
41,2307.0,0,0,0,1,0,0,1,7,2,2,1,5,0,0,1,0,0,5,1,10,2,20,1,16,24,21,1,1,14,25,1,14,21,15,10,16,28,14,30,17,26,25,31,26,36,41,17,32,45,43,1,18,14,13,39,26,21,18,48,26,43,44,42,0,44,44,44,6,44,44
42,2308.0,0,0,0,1,5,5,1,7,9,7,8,9,6,6,9,10,7,9,5,11,10,10,11,9,8,15,16,10,13,13,15,8,16,20,15,7,5,10,12,13,9,14,19,11,12,13,10,11,15,13,12,11,13,8,13,16,12,8,12,9,7,7,12,9,7,7,7,11,7,7
43,2327.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,8,1,1,1,11,0,8,0,17,17,1,9,18,8,25,17,6,12,25,7,22,1,26,0,19,18,40,11,1,1,34,31,42,5,41,38,32,19,28,16,1,20,28,1,22,0,28,1,58,57,1,1,1,41,1,1
44,2343.0,0,0,0,1,0,0,1,7,2,2,1,5,0,0,1,0,0,5,7,10,2,1,15,2,0,5,21,19,14,11,11,1,14,28,17,0,12,1,1,22,1,2,7,2,27,16,1,20,46,46,45,2,25,19,48,48,29,44,18,44,1,0,18,49,0,0,0,49,0,0
45,2347.0,1,1,1,0,1,6,0,5,4,0,11,6,7,7,7,13,8,6,10,6,14,6,12,12,15,0,14,16,8,10,0,15,9,0,11,21,4,6,34,35,17,1,12,18,0,8,6,42,8,9,5,35,9,37,6,29,8,32,7,6,5,34,10,37,64,64,64,63,64,64
46,2351.0,1,1,1,0,1,1,4,1,1,4,0,10,13,13,15,14,17,10,9,15,20,18,0,0,23,20,20,17,17,22,20,22,6,24,6,13,7,38,18,21,12,41,40,44,38,44,45,45,0,48,47,42,38,44,41,45,40,37,42,51,44,45,40,39,45,45,45,42,45,45
47,2366.0,1,1,1,0,1,6,0,5,4,0,11,6,7,7,7,13,8,6,10,6,14,6,12,12,15,0,14,16,8,10,0,15,9,0,11,21,4,6,15,8,39,34,41,33,42,32,37,8,40,39,39,7,46,54,42,51,57,54,53,55,55,53,50,25,53,53,53,54,53,53
48,2369.0,0,0,0,1,0,0,1,7,2,2,1,5,0,0,1,0,0,5,7,10,2,1,15,2,0,5,21,19,14,11,11,1,14,28,17,0,12,1,1,22,1,2,7,2,27,42,1,4,11,29,51,50,43,49,49,15,47,2,54,1,49,42,53,55,42,42,42,17,42,42
49,2372.0,1,1,1,0,1,1,4,1,1,6,6,1,3,3,0,6,16,17,0,13,5,21,7,6,12,18,10,24,6,1,9,0,1,12,14,14,36,35,32,36,16,3,25,12,9,19,9,27,37,33,27,45,23,33,26,40,34,13,45,28,45,58,24,54,58,58,58,27,58,58
50,2374.0,0,2,2,2,3,2,3,3,3,1,2,2,2,2,3,16,11,15,19,4,16,14,2,11,21,14,9,26,9,26,23,30,33,31,21,8,30,24,28,30,27,15,27,3,11,11,2,28,28,8,28,6,10,24,31,10,23,19,16,22,21,21,30,27,21,21,21,21,21,21
51,2386.0,0,0,0,1,0,0,5,0,6,10,7,0,12,12,5,7,9,0,12,3,17,8,6,21,25,23,23,6,26,24,26,25,4,23,33,34,32,37,20,28,29,37,0,29,26,36,12,0,22,37,22,36,37,31,11,31,9,34,26,36,20,31,37,40,31,31,31,39,31,31
