,Stationsnummer,2 clusters,3 clusters,4 clusters,5 clusters,6 clusters,7 clusters,8 clusters,9 clusters,10 clusters,11 clusters,12 clusters,13 clusters,14 clusters,15 clusters,16 clusters,17 clusters,18 clusters,19 clusters,20 clusters,21 clusters,22 clusters,23 clusters,24 clusters,25 clusters,26 clusters,27 clusters,28 clusters,29 clusters,30 clusters,31 clusters,32 clusters,33 clusters,34 clusters,35 clusters,36 clusters,37 clusters,38 clusters,39 clusters,40 clusters,41 clusters,42 clusters,43 clusters,44 clusters,45 clusters,46 clusters,47 clusters,48 clusters,49 clusters,50 clusters,51 clusters,52 clusters,53 clusters,54 clusters,55 clusters,56 clusters,57 clusters,58 clusters,59 clusters,60 clusters,61 clusters,62 clusters,63 clusters,64 clusters,65 clusters,66 clusters,67 clusters,68 clusters,69 clusters,70 clusters,71 clusters
11,2084.0,0,1,2,0,4,4,5,4,4,4,4,4,4,4,12,12,17,17,17,3,3,17,3,3,3,3,3,3,3,3,3,3,26,3,29,29,29,29,11,11,20,40,40,40,40,20,29,29,29,3,3,29,29,29,29,29,56,25,29,25,25,61,15,15,15,15,15,15,15,15
12,2085.0,1,0,3,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,2,2,2,28,28,28,28,28,23,28,23,23,37,37,7,7,23,18,18,18,18,23,37,37,37,28,28,37,37,54,54,54,28,46,54,46,46,28,46,46,46,46,46,46,46,46
13,2091.0,1,0,3,2,2,2,7,2,2,2,2,2,8,8,7,7,8,2,2,7,7,2,7,7,7,7,7,7,7,7,7,7,7,7,26,26,26,26,20,20,23,35,35,35,35,23,26,26,26,7,7,26,26,37,37,37,30,18,57,18,18,30,20,20,20,20,20,20,20,20
14,2104.0,1,0,3,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,17,17,2,17,17,17,17,17,2,2,2,2,2,23,2,23,23,23,23,6,6,30,7,7,7,7,30,40,40,40,17,17,40,40,40,40,40,17,24,40,24,24,17,11,11,11,11,11,11,11,11
15,2106.0,1,0,3,2,2,2,2,7,7,7,7,7,7,7,8,8,7,7,7,5,5,7,5,5,5,5,5,5,5,5,5,5,8,5,24,24,24,24,20,20,34,15,15,15,15,34,24,24,49,36,36,49,49,49,49,49,36,1,49,1,1,36,5,5,5,5,5,5,5,5
16,2109.0,0,1,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,20,20,4,20,20,20,20,20,20,20,20,20,20,4,20,4,4,4,4,30,30,16,41,41,41,41,16,47,47,47,20,20,52,52,52,52,52,15,5,52,5,5,15,12,12,12,12,12,12,12,12
17,2112.0,0,2,0,3,3,3,0,3,3,3,3,3,3,14,1,1,14,14,14,9,9,20,9,9,9,9,9,9,9,9,9,9,29,9,20,20,20,20,5,5,27,34,34,34,34,27,20,20,20,9,9,51,51,51,51,51,9,15,51,15,15,9,14,14,14,14,14,14,14,14
18,2126.0,1,0,3,1,1,1,2,7,7,7,7,7,7,7,10,10,7,7,7,18,18,7,18,18,18,18,18,18,18,18,18,18,11,18,24,24,24,24,10,10,31,27,27,27,27,31,46,46,46,35,35,46,46,46,46,46,35,9,46,9,9,35,35,35,35,35,35,35,35,35
19,2130.0,1,0,1,1,1,1,4,1,1,1,1,1,13,13,13,16,13,13,13,4,4,13,4,4,4,4,4,4,4,4,4,4,16,33,13,13,13,13,29,29,8,13,13,13,13,8,42,42,42,33,33,42,42,42,42,42,33,37,42,37,37,33,21,21,21,21,21,21,21,21
20,2135.0,1,0,3,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,23,2,23,23,23,23,3,3,30,7,7,44,44,30,40,40,40,2,2,50,50,54,54,54,2,46,54,46,46,2,0,0,0,66,66,66,66,66
21,2139.0,1,2,1,1,1,1,4,1,1,1,1,1,1,1,11,11,1,1,1,18,18,1,18,18,18,18,18,18,18,18,18,18,25,18,1,1,1,1,24,24,12,32,32,32,32,12,1,1,1,49,51,1,53,53,53,53,51,43,58,43,43,51,4,4,4,4,4,4,4,4
22,2143.0,1,0,3,2,2,2,7,2,2,2,2,2,8,8,3,3,8,2,2,7,7,2,7,7,7,7,7,7,7,30,30,30,3,30,2,2,2,2,31,31,7,19,19,19,19,7,2,2,2,30,30,2,2,2,2,2,53,0,2,0,0,59,7,7,7,7,7,7,7,7
23,2150.0,0,2,0,0,3,3,0,3,3,10,10,10,10,14,9,9,14,14,14,0,0,20,0,0,0,0,0,0,0,0,0,0,9,0,20,20,20,20,5,40,27,10,10,10,10,27,20,20,20,0,0,20,20,20,20,20,0,17,20,17,17,0,62,62,62,62,62,62,62,62
24,2152.0,1,0,3,2,2,2,7,2,2,2,2,2,8,8,3,3,8,2,2,7,7,2,7,7,7,7,7,7,7,30,30,30,3,30,26,26,2,2,36,36,1,5,5,5,5,1,23,23,23,30,30,23,23,23,23,23,53,57,23,57,57,53,36,36,36,36,36,36,36,36
25,2159.0,1,2,1,1,1,1,4,1,1,1,1,1,1,1,11,11,1,1,1,14,14,22,14,14,14,14,14,14,14,14,14,32,11,33,22,36,36,36,38,38,12,32,32,32,32,12,36,36,36,49,49,36,53,53,53,53,49,11,58,11,11,49,52,52,52,52,52,52,52,52
26,2161.0,0,1,2,4,5,5,3,5,5,5,5,5,5,5,15,15,5,5,5,15,15,5,15,15,15,15,15,15,15,15,15,15,18,15,5,5,5,5,16,16,9,37,37,37,37,9,5,5,5,15,15,5,5,5,5,5,54,56,5,56,56,54,63,63,63,63,63,63,63,63
27,2167.0,1,0,3,2,2,2,7,8,8,8,8,8,13,13,13,13,16,16,16,7,7,16,23,23,23,26,26,26,26,26,26,26,13,26,16,16,16,16,37,37,2,4,43,43,43,2,16,16,16,26,26,16,16,16,16,16,26,42,16,42,42,26,3,3,3,3,3,3,3,3
28,2170.0,0,1,2,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,20,20,4,20,20,20,20,20,20,20,20,20,20,4,20,4,4,4,4,14,14,18,29,29,29,29,18,4,4,4,20,20,4,4,4,4,4,20,58,4,58,58,20,19,64,64,64,64,64,64,64
29,2174.0,1,0,3,2,2,2,7,2,2,2,2,2,8,8,7,7,8,2,2,7,7,2,7,7,7,7,7,7,7,30,30,30,21,30,26,26,37,37,36,36,1,3,3,3,3,44,43,43,43,30,30,43,43,43,43,43,52,4,43,4,4,52,36,36,36,36,36,36,69,69
30,2179.0,1,2,1,3,3,6,4,6,6,6,6,6,6,6,1,1,6,6,6,19,19,22,19,19,19,19,19,19,19,19,19,19,27,4,30,30,30,30,28,28,3,12,12,12,12,3,30,30,30,4,4,30,30,30,30,30,4,48,30,48,48,4,33,33,33,33,33,33,33,33
31,2181.0,1,2,1,3,3,6,4,6,6,6,6,6,6,6,1,1,6,6,6,16,16,6,16,16,16,16,16,16,16,16,16,16,1,16,34,34,34,34,8,8,37,1,1,1,1,37,34,34,34,40,40,34,34,34,34,34,40,36,34,36,36,40,1,1,1,1,1,1,1,1
32,2210.0,1,0,1,1,1,1,4,7,7,7,7,7,7,7,11,11,7,7,7,14,14,7,14,14,14,14,14,14,14,14,14,14,11,33,7,36,36,38,1,1,29,9,9,9,9,29,38,38,38,44,44,38,38,38,38,38,44,55,38,55,55,44,41,41,41,41,41,41,41,41
33,2232.0,0,1,0,0,4,3,0,3,3,10,10,10,10,10,5,5,14,14,14,10,10,14,10,10,10,10,10,10,10,10,10,10,5,34,14,14,14,14,0,40,25,14,14,14,14,25,14,14,14,46,46,14,14,14,14,14,46,7,14,59,59,46,44,44,44,44,44,44,44,44
34,2243.0,1,0,3,2,2,2,7,8,8,8,8,8,8,8,2,2,8,8,8,7,7,8,7,7,7,23,23,23,23,30,30,30,2,30,8,8,8,8,31,31,1,5,5,5,5,45,8,8,8,23,23,8,8,8,8,8,23,57,8,57,57,23,8,8,8,8,8,8,8,8
35,2256.0,0,1,0,4,4,4,0,3,3,10,10,10,10,10,5,5,10,10,10,10,10,10,10,24,24,24,24,24,24,24,24,24,15,24,10,10,10,10,18,18,21,14,14,14,14,21,45,45,45,24,24,45,45,45,45,45,24,23,45,23,23,24,38,38,38,38,38,38,38,38
36,2265.0,0,2,0,3,3,6,0,3,3,6,11,11,11,11,1,1,11,11,11,9,9,21,9,9,9,9,9,9,9,9,9,9,33,9,21,21,21,21,2,2,27,42,42,42,42,46,21,21,21,43,43,21,21,21,21,21,43,15,21,15,15,43,51,51,51,51,51,51,51,51
37,2269.0,0,1,2,4,4,4,5,4,4,10,4,4,4,4,12,12,11,11,11,3,3,11,3,3,3,3,27,27,27,27,27,27,31,27,31,31,31,31,39,39,15,6,6,6,6,15,31,31,31,27,27,31,31,31,31,31,27,30,59,30,30,27,43,43,43,43,43,43,43,43
38,2276.0,0,1,0,0,0,0,1,0,0,0,0,12,12,12,5,5,12,12,12,1,1,12,1,1,1,1,1,1,1,1,1,1,22,1,35,35,35,35,25,25,24,20,20,20,20,24,35,35,35,1,1,35,35,35,35,35,1,40,35,40,40,1,58,58,58,58,58,58,58,58
39,2282.0,1,2,1,3,3,3,6,6,6,3,3,3,3,3,1,1,3,3,3,8,8,3,8,8,8,8,8,8,8,8,8,8,29,8,3,3,3,3,5,5,40,34,34,34,34,40,3,3,3,8,8,3,3,3,3,3,8,28,3,28,28,8,42,42,42,42,42,42,42,42
40,2288.0,1,0,3,2,2,2,7,8,8,8,8,8,13,13,13,13,13,13,13,7,7,13,23,23,23,23,23,23,23,23,23,23,13,23,13,13,13,13,35,35,10,4,43,43,43,10,13,13,13,47,47,13,13,13,13,13,47,16,13,60,60,47,45,45,45,45,45,45,45,45
41,2307.0,0,1,0,0,0,0,5,0,0,0,0,12,12,12,14,14,12,12,12,11,11,12,11,11,11,11,11,11,11,11,11,11,19,11,12,12,12,12,25,25,28,26,26,26,26,28,12,12,12,11,11,12,12,12,12,12,11,14,12,14,14,11,53,53,53,53,53,53,53,53
42,2308.0,1,2,1,3,3,6,4,6,6,6,6,6,6,6,1,1,6,6,6,19,19,6,19,19,19,19,19,19,19,19,19,19,27,14,25,25,25,25,4,4,3,12,12,12,12,3,25,25,25,14,14,25,25,25,25,25,14,33,25,33,33,14,33,33,65,65,65,65,65,65
